,source,target,numVisited,pathLength,uniqueVisited,performance
111,1580034945,1580035175,32,9,28,0.71875
112,1580034748,1580035021,26,9,23,0.6538461538461539
113,444336013,3249304311,26,7,24,0.7307692307692308
114,1580034875,3994361363,32,10,27,0.6875
115,1580034883,1580034918,58,10,47,0.8275862068965517
116,1580034899,1580034967,13,8,13,0.3846153846153846
117,3994361361,6051095782,33,9,30,0.7272727272727273
118,1344566969,1580034964,12,5,11,0.5833333333333333
119,1580034817,1580035728,60,10,50,0.8333333333333334
120,1580034905,1580034918,49,5,41,0.8979591836734694
121,1580034694,1580035021,28,8,24,0.7142857142857143
122,1580034817,1580034879,2,2,2,0.0
123,1344566973,1580034913,18,5,14,0.7222222222222222
124,1344566969,1580035198,49,13,42,0.7346938775510203
125,444336014,6051095782,16,7,15,0.5625
126,1580034879,1580035042,35,10,30,0.7142857142857143
127,1344566974,1580035175,31,7,28,0.7741935483870968
128,1580034748,3249304311,51,14,45,0.7254901960784313
129,444336014,1580034817,36,10,32,0.7222222222222222
130,1580034899,1580034964,9,7,9,0.2222222222222222
131,1580034744,1580034883,9,5,8,0.4444444444444444
132,444336013,1580034817,34,10,30,0.7058823529411764
133,1580034694,3994361363,35,10,28,0.7142857142857143
134,1580035198,3249304308,6,4,6,0.33333333333333337
135,444336009,1344566969,16,9,14,0.4375
136,1580035021,1580035061,11,6,10,0.4545454545454546
137,444336013,1580034920,14,6,13,0.5714285714285714
138,1580034879,1580034964,14,6,13,0.5714285714285714
139,1580035065,3994361361,8,5,7,0.375
140,1580034527,1580034900,12,8,12,0.33333333333333337
141,1580034899,6051095782,13,5,13,0.6153846153846154
142,1580034920,3249304308,34,11,30,0.6764705882352942
143,1580034875,3249304308,39,12,33,0.6923076923076923
144,1580034888,1580035021,14,5,12,0.6428571428571428
145,1580035031,3249304308,35,11,32,0.6857142857142857
146,1580034737,1580034918,49,10,47,0.7959183673469388
147,1580034918,3994361363,13,8,11,0.3846153846153846
148,1580034883,1580035061,21,9,18,0.5714285714285714
149,444336013,1580034905,25,8,23,0.6799999999999999
150,1580034994,1580035021,9,3,8,0.6666666666666667
151,1580034913,1580035284,35,10,31,0.7142857142857143
152,1344566966,1580034817,16,5,14,0.6875
153,1344566969,1580035021,11,5,10,0.5454545454545454
154,1580034905,1580035240,26,5,22,0.8076923076923077
155,1580034900,1580034967,8,4,7,0.5
156,1344566969,3249304311,52,14,45,0.7307692307692308
157,1580034737,1580034896,11,5,10,0.5454545454545454
158,1580035240,1580035350,2,2,2,0.0
159,3249304308,6051095782,4,3,3,0.25
160,1580034737,1580034879,8,5,7,0.375
161,1580034884,1580034888,5,2,4,0.6
162,444336009,1580035198,46,12,39,0.7391304347826086
163,1580035061,6051095781,10,4,9,0.6
164,444336013,6051095782,15,7,14,0.5333333333333333
165,1580034817,1580035160,33,7,28,0.7878787878787878
166,1580035284,3249304308,7,5,6,0.2857142857142857
167,1580034918,3249304308,47,15,40,0.6808510638297872
168,1580034817,1580035031,18,6,17,0.6666666666666667
169,1580034994,1580035061,4,4,4,0.0
170,1580034744,1580034918,50,11,47,0.78
171,1580034527,1580035160,41,12,36,0.7073170731707317
172,1580035061,1580035350,16,6,15,0.625
173,1580034967,6051095781,33,10,29,0.696969696969697
174,1344566973,1580035240,13,4,12,0.6923076923076923
175,444336014,1580034744,26,9,24,0.6538461538461539
176,1580034886,3249304311,52,15,45,0.7115384615384616
177,3249304311,3994361363,19,9,18,0.5263157894736843
178,1344566966,1580034918,44,3,40,0.9318181818181819
179,1580034748,1580034886,11,5,10,0.5454545454545454
180,1580034773,1580035137,45,7,39,0.8444444444444444
181,1580034905,1580034913,13,4,11,0.6923076923076923
182,1580034899,1580035728,62,11,50,0.8225806451612903
183,1344566973,1580035688,51,5,43,0.9019607843137255
184,1580034884,1580035137,50,8,39,0.84
185,1344566974,1580035240,30,6,28,0.8
186,1580035160,3249304309,29,10,25,0.6551724137931034
187,1580035137,1580035240,16,4,15,0.75
188,1580034773,1580035065,33,11,28,0.6666666666666667
189,3249304308,3994361363,19,9,18,0.5263157894736843
190,1580034744,1580034884,10,6,9,0.4
